host_id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_group_cleansed,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,first_review,review_scores_rating,instant_bookable,calculated_host_listings_count,reviews_per_month
519774671,2023-06-13,within an hour,1.0,0.86,f,f,t,Sant Andreu,Private room,1,1.0,1.0,1.0,60.0,1,1125,t,1,2023-07-08,5.0,t,1,2.46
239550764,2019-01-28,within an hour,1.0,0.87,f,t,t,Eixample,Entire home/apt,4,1.5,2.0,3.0,143.0,1,365,t,3,2023-07-20,4.67,f,25,1.84
239550764,2019-01-28,within an hour,1.0,0.87,f,t,t,Eixample,Entire home/apt,5,2.0,3.0,5.0,216.0,1,365,t,20,2023-08-03,5.0,f,25,1.71
29668288,2015-03-20,within a few hours,1.0,1.0,f,t,t,Gracia,Entire home/apt,8,2.0,2.0,7.0,289.0,3,365,t,13,2023-07-29,4.75,f,1,3.0
514124696,2023-05-10,within an hour,1.0,1.0,f,t,t,Ciutat Vella,Private room,1,1.0,1.0,1.0,154.0,1,365,t,5,2023-07-07,4.67,t,4,4.35
514124696,2023-05-10,within an hour,1.0,1.0,f,t,t,Ciutat Vella,Private room,2,1.0,1.0,1.0,61.0,1,365,t,19,2023-07-21,4.13,t,4,9.38
514124696,2023-05-10,within an hour,1.0,1.0,f,t,t,Ciutat Vella,Private room,1,1.0,1.0,1.0,41.0,1,365,t,9,2023-07-08,4.75,t,4,7.87
477054972,2022-08-28,within an hour,0.98,0.99,t,t,t,Ciutat Vella,Private room,2,1.0,1.0,1.0,93.0,2,1125,t,9,2023-07-04,5.0,t,4,2.31
243301834,2019-02-15,within an hour,1.0,0.99,t,t,t,Eixample,Entire home/apt,4,1.0,2.0,2.0,60.0,31,335,t,1,2023-08-11,5.0,f,4,1.0
132437773,2017-05-29,within an hour,1.0,0.95,t,t,t,Sarria-Sant Gervasi,Private room,2,1.0,2.0,2.0,90.0,2,1125,t,29,2023-08-24,5.0,f,1,1.0
142418483,2017-07-25,within an hour,1.0,0.96,t,t,t,Eixample,Entire home/apt,3,1.0,2.0,3.0,320.0,4,365,t,6,2023-08-13,5.0,f,10,2.0
180908619,2018-03-27,within an hour,1.0,0.98,f,t,t,Sants-Montjuic,Entire home/apt,6,2.0,3.0,6.0,191.0,1,30,t,8,2023-07-03,3.25,f,14,1.82
6569922,2013-05-25,within an hour,1.0,1.0,t,t,t,Sant Marti,Entire home/apt,4,2.0,2.0,3.0,121.0,2,30,t,3,2023-08-11,5.0,f,2,2.0
3556337,2012-09-13,within an hour,1.0,0.99,f,t,t,Eixample,Entire home/apt,6,1.5,3.0,3.0,182.0,1,365,t,3,2023-07-04,5.0,t,46,3.69
17532602,2014-07-02,within a few hours,0.8,0.84,f,t,t,Eixample,Entire home/apt,5,1.5,3.0,3.0,171.0,3,365,t,7,2023-07-23,4.5,f,1,1.3
365078872,2020-08-30,within an hour,0.99,1.0,f,t,t,Eixample,Entire home/apt,4,1.0,2.0,2.0,165.0,2,365,t,8,2023-07-25,5.0,t,52,2.05
412923631,2021-07-14,within an hour,0.96,0.98,f,t,t,Ciutat Vella,Private room,4,1.0,3.0,3.0,120.0,2,365,t,0,2023-07-27,3.5,t,5,1.43
73077305,2016-05-20,within an hour,0.98,1.0,f,t,t,Ciutat Vella,Private room,2,2.5,1.0,1.0,88.0,1,365,t,8,2023-06-21,4.92,t,6,5.0
520834602,2023-06-19,within an hour,1.0,1.0,f,f,t,Sarria-Sant Gervasi,Entire home/apt,3,1.0,1.0,2.0,54.0,31,365,t,0,2023-08-30,5.0,t,1,1.0
390203594,2021-02-26,within an hour,0.96,0.96,f,t,t,Horta-Guinardo,Entire home/apt,2,1.0,1.0,1.0,188.0,1,365,t,11,2023-07-10,4.83,f,10,3.05
434383793,2021-12-02,within an hour,1.0,0.85,f,t,t,Ciutat Vella,Private room,2,1.0,1.0,1.0,106.0,2,365,t,4,2023-08-07,5.0,f,2,7.0
14073997,2014-04-09,within an hour,1.0,1.0,f,t,t,Ciutat Vella,Entire home/apt,4,1.0,2.0,2.0,244.0,3,18,t,1,2023-07-03,5.0,t,2,5.91
396958848,2021-04-14,within an hour,1.0,0.99,f,t,t,Ciutat Vella,Private room,2,1.0,1.0,1.0,67.0,3,365,t,23,2023-07-22,3.67,t,3,1.91
518791825,2023-06-07,within a few hours,0.94,0.98,f,t,t,Ciutat Vella,Private room,2,1.0,1.0,1.0,121.0,3,365,t,0,2023-06-26,4.56,f,4,3.7
21873399,2014-09-28,within a day,0.78,0.76,f,t,t,Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,150.0,2,365,t,23,2023-08-14,5.0,f,30,1.0
15852448,2014-05-22,within an hour,1.0,1.0,f,t,t,Sarria-Sant Gervasi,Private room,2,1.0,1.0,1.0,58.0,3,365,t,17,2023-07-06,4.0,t,3,0.48
1447144,2011-11-27,within an hour,0.84,0.12,f,t,t,Ciutat Vella,Entire home/apt,5,1.0,2.0,5.0,233.0,2,365,t,30,2023-07-04,2.0,f,159,0.46
520923753,2023-06-19,within an hour,1.0,1.0,f,t,t,Eixample,Private room,2,1.0,2.0,2.0,94.0,1,3,t,11,2023-07-21,3.0,t,2,0.63
520478096,2023-06-17,within an hour,0.99,1.0,f,t,t,Gracia,Private room,1,2.5,1.0,1.0,50.0,32,365,t,2,2023-06-26,4.25,t,8,4.93
103114115,2016-11-09,within a few hours,0.97,0.97,t,t,t,Eixample,Entire home/apt,2,1.0,1.0,1.0,80.0,31,1125,t,0,2023-08-10,5.0,t,1,1.0
7894824,2013-08-02,within an hour,0.84,0.32,f,t,t,Ciutat Vella,Private room,2,1.0,1.0,1.0,55.0,20,365,t,11,2023-07-20,3.5,f,2,1.22
333134818,2020-02-03,within an hour,1.0,1.0,f,t,t,Ciutat Vella,Entire home/apt,4,1.5,2.0,3.0,144.0,1,365,t,11,2023-09-05,5.0,f,1,1.0
469211146,2022-07-13,within an hour,0.91,0.99,f,t,t,Eixample,Entire home/apt,10,3.0,4.0,5.0,216.0,1,365,t,29,2023-08-26,4.0,t,2,1.0
110354763,2017-01-07,within an hour,1.0,0.98,f,t,t,Ciutat Vella,Private room,3,1.0,2.0,2.0,97.0,2,5,t,2,2023-08-14,4.6,f,2,5.0
24011131,2014-11-21,within a few hours,1.0,1.0,f,t,t,Sant Marti,Entire home/apt,4,1.0,2.0,2.0,72.0,31,1125,t,2,2023-06-29,5.0,f,1,0.43
58993125,2016-02-16,within an hour,0.97,0.99,f,t,f,Eixample,Entire home/apt,2,1.0,1.0,2.0,4500.0,32,365,t,18,2023-09-02,5.0,t,11,1.0
473943568,2022-08-08,within an hour,1.0,0.97,f,t,t,Sants-Montjuic,Private room,2,1.0,1.0,1.0,74.0,3,1125,t,16,2023-07-16,4.38,t,2,4.53
29500810,2015-03-17,within an hour,1.0,0.89,f,t,t,Horta-Guinardo,Private room,2,1.0,1.0,1.0,57.0,2,180,t,2,2023-07-11,5.0,f,1,6.72
1391607,2011-11-10,within a few hours,0.98,0.99,f,t,t,Sant Marti,Entire home/apt,3,2.0,2.0,2.0,135.0,3,365,t,8,2023-07-17,4.25,f,136,2.31
26193907,2015-01-16,within an hour,1.0,0.98,t,t,t,Eixample,Entire home/apt,6,2.0,3.0,5.0,221.0,1,365,t,5,2023-06-26,4.71,t,8,2.88
26193907,2015-01-16,within an hour,1.0,0.98,t,t,t,Eixample,Entire home/apt,6,2.0,3.0,5.0,221.0,1,365,t,4,2023-06-27,5.0,t,8,1.67
65135176,2016-03-30,within an hour,0.94,0.93,f,t,t,Eixample,Private room,1,1.0,1.0,1.0,55.0,2,365,t,0,2023-07-16,4.63,f,2,4.53
284476332,2019-08-10,within an hour,1.0,0.98,f,t,t,Sants-Montjuic,Private room,2,1.0,1.0,1.0,40.0,2,99,f,13,2023-07-14,5.0,f,3,1.64
454228487,2022-04-14,within an hour,0.99,0.99,f,t,t,Gracia,Entire home/apt,6,1.0,2.0,3.0,91.0,1,365,t,14,2023-07-02,3.67,t,26,1.34
520478096,2023-06-17,within an hour,0.99,1.0,f,t,t,Gracia,Private room,2,2.5,1.0,1.0,70.0,32,365,t,7,2023-07-05,4.5,t,8,1.88
102995558,2016-11-08,within an hour,1.0,1.0,t,t,t,Sants-Montjuic,Entire home/apt,2,1.0,1.0,1.0,150.0,5,365,t,5,2023-08-16,4.0,f,3,4.0
436641358,2021-12-19,within an hour,1.0,1.0,f,t,t,Eixample,Private room,2,1.0,1.0,1.0,67.0,1,365,t,25,2023-06-25,4.0,t,53,1.62
520478096,2023-06-17,within an hour,0.99,1.0,f,t,t,Gracia,Private room,2,2.5,1.0,1.0,70.0,32,365,t,4,2023-07-02,3.88,t,8,3.58
520478096,2023-06-17,within an hour,0.99,1.0,f,t,t,Gracia,Private room,2,2.5,1.0,1.0,69.0,32,365,t,1,2023-06-21,3.78,t,8,3.46
1391607,2011-11-10,within a few hours,0.98,0.99,f,t,t,Gracia,Entire home/apt,2,1.0,1.0,1.0,96.0,3,32,t,5,2023-07-09,3.75,f,136,2.0
520478096,2023-06-17,within an hour,0.99,1.0,f,t,t,Gracia,Private room,1,2.5,1.0,1.0,42.0,32,365,t,16,2023-07-11,4.2,t,8,2.59
310202,2010-12-05,within a few hours,1.0,0.6,f,t,t,Eixample,Entire home/apt,4,1.0,2.0,2.0,90.0,31,365,t,0,2023-09-01,5.0,f,1,1.0
4452491,2012-12-20,within an hour,1.0,0.82,f,t,t,Sant Marti,Entire home/apt,8,3.0,4.0,7.0,348.0,4,398,t,20,2023-07-25,5.0,t,3,0.68
519129260,2023-06-09,within an hour,1.0,1.0,f,t,t,Eixample,Private room,2,1.0,1.0,1.0,67.0,3,365,t,10,2023-07-18,4.33,t,4,1.76
365078872,2020-08-30,within an hour,0.99,1.0,f,t,t,Ciutat Vella,Entire home/apt,4,1.0,1.0,2.0,181.0,2,365,t,30,2023-06-29,4.25,t,52,1.71
519129260,2023-06-09,within an hour,1.0,1.0,f,t,t,Eixample,Private room,2,1.0,1.0,1.0,67.0,3,365,t,14,2023-07-26,4.0,t,4,0.7
3250728,2012-08-13,within an hour,1.0,0.81,t,t,t,Eixample,Entire home/apt,7,3.0,4.0,5.0,350.0,1,365,t,20,2023-07-05,5.0,f,9,2.81
10704,2009-03-19,within an hour,0.84,0.95,f,t,t,Horta-Guinardo,Entire home/apt,6,2.0,4.0,5.0,222.0,1,365,t,9,2023-07-20,3.5,t,34,1.22
482593066,2022-10-07,within a day,0.8,0.4,f,t,t,Eixample,Private room,2,0.5,1.0,1.0,110.0,1,365,t,30,2023-07-13,5.0,f,1,1.61
365078872,2020-08-30,within an hour,0.99,1.0,f,t,t,Ciutat Vella,Entire home/apt,6,1.0,2.0,3.0,231.0,2,365,t,7,2023-07-22,5.0,t,52,1.91
49114154,2015-11-15,within a few hours,1.0,0.93,f,t,t,Ciutat Vella,Private room,1,1.0,1.0,1.0,70.0,2,365,t,3,2023-07-15,5.0,f,1,2.22
142418483,2017-07-25,within an hour,1.0,0.96,t,t,t,Eixample,Entire home/apt,2,1.0,1.0,1.0,250.0,5,365,t,0,2023-08-11,5.0,f,10,3.0
139482393,2017-07-09,within an hour,1.0,1.0,f,t,t,Eixample,Private room,4,2.0,2.0,2.0,141.0,2,60,t,17,2023-07-13,4.89,t,1,4.82
3250728,2012-08-13,within an hour,1.0,0.81,t,t,t,Eixample,Entire home/apt,6,2.0,3.0,4.0,200.0,31,330,t,18,2023-07-29,5.0,f,9,0.75
158023606,2017-11-09,within an hour,0.98,0.99,f,t,t,Eixample,Entire home/apt,2,1.0,1.0,2.0,85.0,1,365,t,0,2023-07-27,5.0,f,138,0.71
335570948,2020-02-12,within a day,0.75,0.74,f,t,t,Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,65.0,31,365,t,3,2023-07-12,4.0,f,15,0.53
172024473,2018-02-06,within a few hours,0.9,0.52,f,t,f,Ciutat Vella,Private room,2,2.0,1.0,1.0,111.0,1,30,t,2,2023-07-08,4.83,f,1,2.95
365078872,2020-08-30,within an hour,0.99,1.0,f,t,t,Ciutat Vella,Entire home/apt,6,1.0,2.0,4.0,222.0,1,365,t,15,2023-07-27,5.0,t,52,2.14
1391607,2011-11-10,within a few hours,0.98,0.99,f,t,t,Eixample,Entire home/apt,4,1.0,2.0,2.0,175.0,3,32,t,12,2023-08-03,4.5,f,136,3.43
191345418,2018-05-24,within an hour,1.0,1.0,f,t,t,Sant Marti,Private room,2,1.5,2.0,2.0,73.0,1,365,t,16,2023-07-13,4.78,f,3,4.82
367839636,2020-09-16,within an hour,1.0,1.0,f,t,t,Sant Marti,Private room,1,1.5,1.0,1.0,22.0,33,1125,t,0,2023-09-02,5.0,f,2,1.0
522352386,2023-06-27,within a few hours,0.84,0.94,f,f,t,Ciutat Vella,Private room,3,1.0,2.0,2.0,103.0,2,28,t,22,2023-08-19,1.0,f,2,1.0
516323372,2023-05-24,within an hour,0.94,0.99,f,t,t,Sant Marti,Entire home/apt,4,1.0,2.0,2.0,165.0,3,365,t,12,2023-07-30,5.0,t,9,1.54
108551851,2016-12-26,within an hour,1.0,1.0,f,t,t,Sants-Montjuic,Private room,1,1.0,1.0,1.0,45.0,1,365,t,0,2023-07-16,5.0,t,4,1.7
522352386,2023-06-27,within a few hours,0.84,0.94,f,f,t,Ciutat Vella,Private room,4,1.0,2.0,2.0,141.0,2,28,t,17,2023-08-13,5.0,f,2,1.0
516323372,2023-05-24,within an hour,0.94,0.99,f,t,t,Sant Marti,Entire home/apt,4,1.0,2.0,2.0,175.0,3,365,t,9,2023-08-27,3.0,t,9,1.0
516323372,2023-05-24,within an hour,0.94,0.99,f,t,t,Sant Marti,Entire home/apt,4,1.0,2.0,2.0,175.0,3,365,t,4,2023-08-26,4.0,t,9,1.0
149835108,2017-09-09,within a day,0.7,1.0,f,t,t,Ciutat Vella,Private room,4,1.5,2.0,2.0,110.0,1,365,t,0,2023-07-15,4.5,f,1,5.56
66034151,2016-04-06,within an hour,1.0,0.87,f,t,t,Eixample,Private room,1,1.0,1.0,1.0,90.0,1,365,t,0,2023-07-30,5.0,f,1,4.62
185792394,2018-04-23,within an hour,1.0,0.99,f,t,t,Horta-Guinardo,Private room,2,1.5,1.0,1.0,77.0,2,365,t,5,2023-07-10,4.0,t,5,2.54
1391607,2011-11-10,within a few hours,0.98,0.99,f,t,t,Eixample,Entire home/apt,4,1.0,2.0,2.0,196.0,3,32,t,7,2023-08-14,4.0,f,136,4.0
94778667,2016-09-12,within an hour,1.0,0.98,t,t,t,Horta-Guinardo,Private room,2,1.0,2.0,2.0,55.0,2,1125,t,9,2023-07-20,4.5,t,1,4.9
249062198,2019-03-15,within an hour,1.0,0.76,f,t,t,Eixample,Private room,2,1.0,1.0,1.0,100.0,1,365,t,0,2023-07-09,5.0,f,1,3.0
521382375,2023-06-22,within an hour,0.93,1.0,f,f,t,Eixample,Private room,3,1.0,2.0,2.0,61.0,3,365,t,22,2023-08-02,5.0,t,3,1.67
521382375,2023-06-22,within an hour,0.93,1.0,f,f,t,Eixample,Private room,4,1.0,2.0,2.0,73.0,3,365,t,25,2023-08-09,4.5,t,3,2.0
189938340,2018-05-16,within an hour,1.0,1.0,t,t,t,Les Corts,Entire home/apt,2,2.0,1.0,1.0,80.0,31,365,t,0,2023-08-23,5.0,t,12,1.0
107525686,2016-12-17,within an hour,1.0,1.0,f,t,t,Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,144.0,3,365,t,2,2023-08-09,4.5,f,2,2.0
13228812,2014-03-17,within an hour,1.0,1.0,f,t,t,Eixample,Private room,2,1.0,1.0,1.0,71.0,1,365,t,20,2023-07-16,4.8,f,1,2.83
50886274,2015-12-09,within a day,0.9,0.62,f,t,t,Gracia,Private room,2,1.0,1.0,1.0,80.0,5,1125,t,4,2023-08-14,5.0,f,1,4.0
149584595,2017-09-07,within a few hours,1.0,1.0,f,t,f,Ciutat Vella,Private room,2,2.0,1.0,1.0,104.0,4,31,t,3,2023-07-15,5.0,f,2,1.11
451654584,2022-03-28,within an hour,1.0,1.0,f,t,t,Sant Marti,Entire home/apt,4,1.0,3.0,5.0,157.0,3,365,t,7,2023-08-20,4.5,f,2,2.0
521582358,2023-06-23,within an hour,1.0,0.87,f,t,t,Eixample,Shared room,2,1.0,1.0,1.0,60.0,2,365,t,0,2023-07-16,4.88,f,1,4.53
519063940,2023-06-09,within an hour,1.0,1.0,f,t,t,Eixample,Entire home/apt,6,2.0,2.0,3.0,200.0,2,31,t,13,2023-08-17,5.0,t,1,1.0
512063853,2023-04-27,within an hour,0.8,1.0,f,t,t,Sants-Montjuic,Entire home/apt,6,1.0,2.0,4.0,199.0,2,365,t,6,2023-07-03,5.0,t,2,1.82
23661139,2014-11-12,within a few hours,1.0,1.0,f,t,t,Eixample,Entire home/apt,2,1.0,1.0,1.0,122.0,28,1125,t,0,2023-07-23,5.0,f,1,1.3
373473142,2020-10-27,within an hour,1.0,1.0,f,t,f,Eixample,Private room,2,1.0,1.0,1.0,66.0,1,365,t,15,2023-07-23,1.0,t,14,0.65
103418993,2016-11-12,within an hour,1.0,1.0,f,t,t,Sant Marti,Private room,2,1.0,1.0,1.0,77.0,2,365,t,7,2023-07-13,4.75,f,1,4.29
81414252,2016-07-03,a few days or more,0.2,0.35,f,t,t,Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,140.0,2,7,t,1,2023-08-07,5.0,f,1,3.0
185792394,2018-04-23,within an hour,1.0,0.99,f,t,t,Horta-Guinardo,Private room,2,1.5,1.0,1.0,73.0,2,365,t,9,2023-07-22,4.0,t,5,0.64
522143704,2023-06-26,within an hour,1.0,1.0,f,t,t,Sant Marti,Private room,2,1.5,2.0,2.0,70.0,1,15,t,20,2023-07-02,4.67,f,1,2.69
255777870,2019-04-14,within an hour,1.0,0.76,f,t,t,Ciutat Vella,Private room,2,1.0,1.0,1.0,71.0,2,365,t,5,2023-07-15,4.38,f,7,4.44
281468243,2019-08-01,within an hour,1.0,0.99,f,t,t,Ciutat Vella,Private room,2,1.0,1.0,1.0,59.0,1,365,t,9,2023-07-08,4.83,f,2,5.9
505964844,2023-03-18,within an hour,1.0,0.96,t,t,t,Eixample,Private room,1,1.5,1.0,1.0,58.0,1,365,t,11,2023-07-09,5.0,f,10,5.0
505964844,2023-03-18,within an hour,1.0,0.96,t,t,t,Eixample,Private room,1,1.5,1.0,1.0,49.0,1,365,t,6,2023-07-12,4.94,f,10,8.42
505964844,2023-03-18,within an hour,1.0,0.96,t,t,t,Eixample,Private room,1,1.5,1.0,1.0,49.0,1,365,t,11,2023-07-09,4.78,f,10,9.0
522164423,2023-06-26,within an hour,0.95,0.96,f,f,t,Eixample,Private room,3,1.0,3.0,3.0,79.0,1,1125,t,3,2023-07-13,4.13,f,2,8.04
505964844,2023-03-18,within an hour,1.0,0.96,t,t,t,Eixample,Private room,1,1.5,1.0,1.0,50.0,1,365,t,19,2023-07-10,4.95,f,10,9.66
505964844,2023-03-18,within an hour,1.0,0.96,t,t,t,Eixample,Private room,1,1.5,1.0,1.0,49.0,1,365,t,15,2023-07-11,4.94,f,10,8.28
287672372,2019-08-20,within an hour,1.0,0.99,t,t,t,Ciutat Vella,Private room,2,1.0,1.0,1.0,90.0,2,365,t,3,2023-07-09,4.69,t,6,6.5
473524002,2022-08-05,within an hour,0.98,0.99,f,t,t,Ciutat Vella,Private room,2,1.0,1.0,1.0,57.0,3,365,t,22,2023-07-31,1.0,t,4,0.79
431556176,2021-11-12,within an hour,0.9,1.0,f,t,t,Sant Marti,Private room,1,1.0,1.0,1.0,18.0,31,1125,t,10,2023-08-05,3.0,f,1,0.91
465366228,2022-06-21,within an hour,1.0,1.0,f,t,t,Sants-Montjuic,Private room,2,1.0,1.0,1.0,73.0,3,365,t,14,2023-07-12,4.8,t,2,2.63
473524002,2022-08-05,within an hour,0.98,0.99,f,t,t,Sants-Montjuic,Private room,2,1.0,1.0,1.0,69.0,3,365,t,13,2023-08-03,4.5,t,4,1.71
287672372,2019-08-20,within an hour,1.0,0.99,t,t,t,Ciutat Vella,Private room,2,1.0,1.0,1.0,83.0,2,365,t,8,2023-07-09,4.6,t,6,7.5
517923867,2023-06-02,within an hour,1.0,0.98,f,t,t,Sants-Montjuic,Private room,2,1.0,1.0,1.0,66.0,3,365,t,12,2023-08-06,4.5,t,4,1.87
254204707,2019-04-08,within a few hours,1.0,0.96,f,t,t,Sant Marti,Private room,1,2.0,1.0,1.0,47.0,1,1125,t,5,2023-07-14,4.88,t,2,4.36
478526838,2022-09-07,within an hour,0.97,0.97,f,t,t,Gracia,Entire home/apt,2,1.0,1.0,1.0,141.0,31,365,t,26,2023-07-19,4.43,f,1,4.2
517923867,2023-06-02,within an hour,1.0,0.98,f,t,t,Ciutat Vella,Private room,1,1.5,1.0,1.0,65.0,3,365,t,13,2023-07-11,4.4,t,4,2.59
356463368,2020-07-15,within an hour,1.0,0.97,f,t,t,Ciutat Vella,Private room,2,1.0,1.0,1.0,107.0,1,365,t,8,2023-07-13,4.57,f,2,3.75
517923867,2023-06-02,within an hour,1.0,0.98,f,t,t,Ciutat Vella,Private room,2,1.0,1.0,1.0,63.0,3,365,t,16,2023-08-03,3.0,t,4,1.71
518863484,2023-06-08,within a few hours,1.0,1.0,f,t,t,Horta-Guinardo,Entire home/apt,3,1.0,2.0,2.0,130.0,1,365,t,21,2023-07-20,2.67,f,2,1.84
14216613,2014-04-13,within a few hours,1.0,0.94,f,t,t,Eixample,Entire home/apt,6,2.0,3.0,4.0,274.0,1,300,t,19,2023-06-30,5.0,f,5,5.22
507379004,2023-03-27,within a few hours,0.93,0.98,f,t,t,Ciutat Vella,Private room,2,1.0,1.0,1.0,63.0,3,365,t,12,2023-08-05,4.75,t,3,3.64
494044235,2023-01-03,within an hour,0.95,0.82,f,t,t,Sants-Montjuic,Private room,2,1.5,1.0,1.0,49.0,2,1125,t,4,2023-08-15,5.0,t,1,3.0
9400556,2013-10-13,within an hour,0.99,0.98,f,t,t,Eixample,Entire home/apt,5,2.0,3.0,3.0,92.0,1,1125,t,6,2023-07-22,5.0,f,49,0.64
365078872,2020-08-30,within an hour,0.99,1.0,f,t,t,Gracia,Entire home/apt,6,1.0,4.0,4.0,165.0,2,365,t,30,2023-08-16,5.0,t,52,2.0
300209097,2019-10-05,within a few hours,0.9,0.77,f,t,t,Eixample,Private room,2,1.0,1.0,1.0,61.0,4,1125,t,7,2023-08-23,4.0,f,1,1.0
504597283,2023-03-09,within an hour,1.0,0.99,f,t,t,Ciutat Vella,Private room,2,1.0,1.0,1.0,63.0,3,365,t,19,2023-07-18,3.0,t,4,1.18
436263518,2021-12-16,within an hour,0.96,1.0,f,t,t,Ciutat Vella,Private room,2,2.0,1.0,1.0,64.0,2,365,t,1,2023-08-08,5.0,t,3,2.0
436641358,2021-12-19,within an hour,1.0,1.0,f,t,t,Eixample,Private room,2,1.0,1.0,1.0,67.0,1,365,t,30,2023-07-01,4.5,t,53,4.41
79253366,2016-06-22,within an hour,1.0,0.98,f,t,t,Gracia,Private room,1,1.0,1.0,1.0,49.0,4,365,t,12,2023-07-10,5.0,t,2,2.54
413533062,2021-07-17,within an hour,1.0,0.99,f,t,t,Ciutat Vella,Private room,2,1.0,1.0,1.0,67.0,3,365,t,14,2023-07-27,3.5,t,2,1.43
523050380,2023-07-01,within an hour,0.88,1.0,f,t,t,Ciutat Vella,Private room,1,1.0,1.0,1.0,73.0,2,15,t,8,2023-08-09,5.0,f,1,5.0
32037490,2015-04-27,within an hour,0.99,1.0,f,t,t,Eixample,Entire home/apt,4,1.0,2.0,2.0,179.0,1,365,t,22,2023-07-07,4.0,t,221,0.48
520478096,2023-06-17,within an hour,0.99,1.0,f,t,t,Gracia,Private room,2,2.0,1.0,1.0,62.0,32,365,t,17,2023-07-13,3.4,t,8,2.68
436263518,2021-12-16,within an hour,0.96,1.0,f,t,t,Ciutat Vella,Private room,2,2.0,1.0,1.0,56.0,2,365,t,11,2023-07-21,4.0,t,3,1.88
436641358,2021-12-19,within an hour,1.0,1.0,f,t,t,Eixample,Private room,2,1.0,1.0,1.0,66.0,1,365,t,2,2023-07-07,5.0,t,53,0.48
159981731,2017-11-24,within a day,0.9,0.25,f,t,t,Eixample,Private room,2,1.0,1.0,1.0,64.0,31,31,t,25,2023-08-11,5.0,f,1,1.0
373473142,2020-10-27,within an hour,1.0,1.0,f,t,f,Eixample,Private room,2,1.0,1.0,1.0,66.0,1,365,t,11,2023-07-16,2.0,t,14,1.13
23508397,2014-11-09,within an hour,1.0,1.0,f,t,t,Sants-Montjuic,Private room,1,1.0,1.0,1.0,65.0,2,7,t,3,2023-08-27,5.0,f,1,2.0
434383793,2021-12-02,within an hour,1.0,0.85,f,t,t,Ciutat Vella,Private room,2,1.0,2.0,2.0,89.0,2,365,t,12,2023-08-27,4.67,f,2,3.0
477054972,2022-08-28,within an hour,0.98,0.99,t,t,t,Ciutat Vella,Private room,2,1.0,1.0,1.0,93.0,2,365,t,3,2023-07-09,5.0,t,4,3.0
477054972,2022-08-28,within an hour,0.98,0.99,t,t,t,Ciutat Vella,Private room,2,1.0,1.0,1.0,79.0,2,365,t,20,2023-07-05,4.57,t,4,3.28
10380563,2013-12-02,within an hour,0.98,0.99,f,t,t,Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,80.0,32,365,t,18,2023-08-26,5.0,t,42,1.0
477054972,2022-08-28,within an hour,0.98,0.99,t,t,t,Ciutat Vella,Private room,2,2.0,1.0,1.0,104.0,2,365,t,1,2023-07-08,5.0,t,4,4.43
368731382,2020-09-22,within an hour,1.0,0.58,f,t,t,Sant Marti,Private room,2,1.0,1.0,1.0,50.0,1,5,t,1,2023-07-29,4.71,f,1,5.25
138658687,2017-07-05,within an hour,1.0,1.0,f,t,t,Horta-Guinardo,Private room,1,2.0,1.0,1.0,70.0,1,365,t,15,2023-07-05,5.0,t,2,5.63
522320063,2023-06-27,within an hour,1.0,1.0,f,t,t,Gracia,Entire home/apt,2,1.0,1.0,1.0,118.0,2,365,t,13,2023-08-16,4.4,t,1,5.0
334441936,2020-02-08,within an hour,1.0,1.0,f,t,t,Sants-Montjuic,Private room,2,1.0,1.0,1.0,63.0,2,365,t,12,2023-07-13,3.5,t,3,1.07
138658687,2017-07-05,within an hour,1.0,1.0,f,t,t,Eixample,Private room,1,2.0,1.0,1.0,45.0,3,365,t,4,2023-07-11,5.0,t,2,4.14
378683954,2020-12-07,within an hour,0.99,1.0,f,t,t,Eixample,Private room,3,2.0,3.0,3.0,100.0,2,365,t,16,2023-08-13,4.67,t,4,3.0
79253366,2016-06-22,within an hour,1.0,0.98,f,t,t,Gracia,Private room,1,1.5,1.0,1.0,42.0,4,365,t,3,2023-07-12,4.5,t,2,4.21
445736570,2022-02-18,within an hour,0.99,1.0,f,t,t,Ciutat Vella,Private room,3,1.0,2.0,2.0,114.0,2,365,t,8,2023-07-06,4.4,t,3,2.38
12274801,2014-02-16,within an hour,1.0,0.92,f,t,t,Ciutat Vella,Private room,1,1.0,1.0,1.0,53.0,2,365,t,2,2023-07-07,4.75,f,2,5.81
221565230,2018-10-19,within an hour,1.0,1.0,f,t,t,Horta-Guinardo,Entire home/apt,2,1.0,1.0,1.0,40.0,32,1125,t,30,2023-08-31,5.0,t,5,1.0
225389462,2018-11-12,within an hour,1.0,0.99,f,t,t,Ciutat Vella,Private room,2,1.0,1.0,1.0,73.0,3,365,t,18,2023-08-06,5.0,t,3,3.75
458453451,2022-05-10,within an hour,0.98,0.61,f,t,t,Sants-Montjuic,Private room,3,1.5,2.0,2.0,49.0,1,365,t,28,2023-08-29,5.0,f,1,1.0
